no,lot,EndTimestamp.datetime,measstep,TestprgName,Tester,Loadboard,HandlerID,HBIN,SBIN,LBIN_P_NAME,SocketNumber,N,testedQtyBySocket,percentBySocket,timestamp
1,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,1,1,,1,2001,2338,0.855859709153122,2019-01-25 01:57:00
2,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,1,1,,3,2032,2309,0.880034647033348,2019-01-25 01:57:00
3,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,1,1,,0,2326,2402,0.968359700249792,2019-01-25 01:57:00
4,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,1,1,,2,767,1172,0.654436860068259,2019-01-25 01:57:00
5,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_CSQ,2,155,1172,0.132252559726962,2019-01-25 01:57:00
6,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB_2,3,117,2309,0.050671286271113,2019-01-25 01:57:00
7,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_GND,2,60,1172,0.0511945392491468,2019-01-25 01:57:00
8,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_VDD,2,74,1172,0.0631399317406143,2019-01-25 01:57:00
9,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB_2,2,7,1172,0.00597269624573379,2019-01-25 01:57:00
10,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,8,51,CLK_DROPOUT,0,14,2402,0.00582847626977519,2019-01-25 01:57:00
11,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_CSQ_2,2,33,1172,0.0281569965870307,2019-01-25 01:57:00
12,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_GND_2,2,13,1172,0.0110921501706485,2019-01-25 01:57:00
13,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,8,51,CLK_DROPOUT_2,0,14,2402,0.00582847626977519,2019-01-25 01:57:00
14,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFA,1,73,2338,0.0312232677502139,2019-01-25 01:57:00
15,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_DAT,1,2,2338,0.000855431993156544,2019-01-25 01:57:00
16,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_GND_2,1,16,2338,0.00684345594525235,2019-01-25 01:57:00
17,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_GND,1,11,2338,0.00470487596236099,2019-01-25 01:57:00
18,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_CLK_2,1,28,2338,0.0119760479041916,2019-01-25 01:57:00
19,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_SCK,1,50,2338,0.0213857998289136,2019-01-25 01:57:00
20,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFA_2,3,46,2309,0.0199220441749675,2019-01-25 01:57:00
21,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB,3,12,2309,0.00519705500216544,2019-01-25 01:57:00
22,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,8,51,CLK_DROPOUT,3,21,2309,0.00909484625378952,2019-01-25 01:57:00
23,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,8,51,CLK_DROPOUT_2,1,18,2338,0.0076988879384089,2019-01-25 01:57:00
24,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFA_2,1,94,2338,0.0402053036783576,2019-01-25 01:57:00
25,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB_2,1,16,2338,0.00684345594525235,2019-01-25 01:57:00
26,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_VDD,3,1,2309,0.00043308791684712,2019-01-25 01:57:00
27,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,8,51,CLK_DROPOUT,1,15,2338,0.00641573994867408,2019-01-25 01:57:00
28,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_CSQ,0,42,2402,0.0174854288093256,2019-01-25 01:57:00
29,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_CSQ,3,1,2309,0.00043308791684712,2019-01-25 01:57:00
30,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_DAT_2,3,12,2309,0.00519705500216544,2019-01-25 01:57:00
31,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,8,40,IDD_5V0_2,1,1,2338,0.000427715996578272,2019-01-25 01:57:00
32,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,8,51,CLK_DROPOUT_2,3,14,2309,0.00606323083585968,2019-01-25 01:57:00
33,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_VDD_2,3,8,2309,0.00346470333477696,2019-01-25 01:57:00
34,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFA,3,33,2309,0.014291901255955,2019-01-25 01:57:00
35,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB,1,2,2338,0.000855431993156544,2019-01-25 01:57:00
36,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,8,48,VRA3_OV,1,1,2338,0.000427715996578272,2019-01-25 01:57:00
37,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB_2,0,1,2402,0.000416319733555371,2019-01-25 01:57:00
38,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_DAT_2,2,1,1172,0.000853242320819113,2019-01-25 01:57:00
39,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB,2,27,1172,0.023037542662116,2019-01-25 01:57:00
40,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,8,51,CLK_DROPOUT,2,9,1172,0.00767918088737201,2019-01-25 01:57:00
41,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_DAT_2,1,1,2338,0.000427715996578272,2019-01-25 01:57:00
42,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,8,48,VRD_OV,1,2,2338,0.000855431993156544,2019-01-25 01:57:00
43,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,8,48,VRA3_OV_2,1,2,2338,0.000855431993156544,2019-01-25 01:57:00
44,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_CLK_2,2,8,1172,0.0068259385665529,2019-01-25 01:57:00
45,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_CLK_2,0,3,2402,0.00124895920066611,2019-01-25 01:57:00
46,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,7,85,G_R_ORTH,3,1,2309,0.00043308791684712,2019-01-25 01:57:00
47,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,8,51,CLK_DROPOUT_2,2,5,1172,0.00426621160409556,2019-01-25 01:57:00
48,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,10,32,R_OFF_X,2,1,1172,0.000853242320819113,2019-01-25 01:57:00
49,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,8,42,AN_GND_OFFSET_2,3,1,2309,0.00043308791684712,2019-01-25 01:57:00
50,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,8,42,AN_GND_OFFSET,3,2,2309,0.00086617583369424,2019-01-25 01:57:00
51,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_CSQ_2,1,1,2338,0.000427715996578272,2019-01-25 01:57:00
52,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_GND,3,6,2309,0.00259852750108272,2019-01-25 01:57:00
53,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_DAT,2,2,1172,0.00170648464163823,2019-01-25 01:57:00
54,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,10,37,AC_RES_SYM_2,3,1,2309,0.00043308791684712,2019-01-25 01:57:00
55,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFA,2,10,1172,0.00853242320819113,2019-01-25 01:57:00
56,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,8,48,VRD_OV_2,3,1,2309,0.00043308791684712,2019-01-25 01:57:00
57,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_VDD,1,2,2338,0.000855431993156544,2019-01-25 01:57:00
58,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_VDD_2,1,2,2338,0.000855431993156544,2019-01-25 01:57:00
59,lot13,1/25/2019 1:57,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_CSQ_2,0,2,2402,0.000832639467110741,2019-01-25 01:57:00
60,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,8,51,CLK_DROPOUT_2,0,2,46,0.0434782608695652,2019-01-27 11:22:00
61,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,8,51,CLK_DROPOUT_2,1,2,84,0.0238095238095238,2019-01-27 11:22:00
62,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,1,1,,0,36,46,0.782608695652174,2019-01-27 11:22:00
63,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,1,1,,1,67,84,0.797619047619048,2019-01-27 11:22:00
64,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,1,1,,2,8,44,0.181818181818182,2019-01-27 11:22:00
65,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,5,6,SHORT_IFA_2,3,5,6,0.833333333333333,2019-01-27 11:22:00
66,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,6,70,START_TEMP,2,31,44,0.704545454545455,2019-01-27 11:22:00
67,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,6,39,KELVINRES_IFB_2,3,1,6,0.166666666666667,2019-01-27 11:22:00
68,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,6,70,START_TEMP,0,6,46,0.130434782608696,2019-01-27 11:22:00
69,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,8,50,F_DIGITAL,0,1,46,0.0217391304347826,2019-01-27 11:22:00
70,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,6,70,START_TEMP,1,9,84,0.107142857142857,2019-01-27 11:22:00
71,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,6,39,KELVINRES_CSQ_2,2,1,44,0.0227272727272727,2019-01-27 11:22:00
72,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,6,39,KELVINRES_IFB_2,2,2,44,0.0454545454545455,2019-01-27 11:22:00
73,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,8,51,CLK_DROPOUT,0,1,46,0.0217391304347826,2019-01-27 11:22:00
74,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,6,39,KELVINRES_DAT,2,1,44,0.0227272727272727,2019-01-27 11:22:00
75,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,8,50,F_DIGITAL,1,1,84,0.0119047619047619,2019-01-27 11:22:00
76,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,6,70,START_TEMP_2,2,1,44,0.0227272727272727,2019-01-27 11:22:00
77,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,6,39,KELVINRES_DAT_2,1,2,84,0.0238095238095238,2019-01-27 11:22:00
78,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,6,39,KELVINRES_IFB,1,1,84,0.0119047619047619,2019-01-27 11:22:00
79,lot13,1/27/2019 11:22,B3,testprogram5,tester3,Loadboard2,Handler2,6,39,KELVINRES_DAT,1,2,84,0.0238095238095238,2019-01-27 11:22:00
80,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,1,1,,1,1970,3213,0.613134142545907,2019-01-29 05:25:00
81,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,1,1,,3,3395,4730,0.717758985200846,2019-01-29 05:25:00
82,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,61,CLK_VIH_3V,1,451,3213,0.140367258014317,2019-01-29 05:25:00
83,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,61,CLK_VIH_3V,3,878,4730,0.185623678646934,2019-01-29 05:25:00
84,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_IFB,1,176,3213,0.0547774665421724,2019-01-29 05:25:00
85,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,50,SIGNAL_CLK,3,7,4730,0.00147991543340381,2019-01-29 05:25:00
86,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,51,CLK_DROPOUT,1,24,3213,0.00746965452847806,2019-01-29 05:25:00
87,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_GND,1,42,3213,0.0130718954248366,2019-01-29 05:25:00
88,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_SCK,1,13,3213,0.00404606286959228,2019-01-29 05:25:00
89,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_IFB_2,1,81,3213,0.0252100840336134,2019-01-29 05:25:00
90,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_GND,3,19,4730,0.0040169133192389,2019-01-29 05:25:00
91,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_IFA_2,3,76,4730,0.0160676532769556,2019-01-29 05:25:00
92,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,51,CLK_DROPOUT_2,1,19,3213,0.0059134765017118,2019-01-29 05:25:00
93,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,50,F_DIGITAL_2,1,3,3213,0.000933706816059757,2019-01-29 05:25:00
94,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_CLK,1,135,3213,0.0420168067226891,2019-01-29 05:25:00
95,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,50,SIGNAL_CLK,1,3,3213,0.000933706816059757,2019-01-29 05:25:00
96,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,51,CLK_DROPOUT,3,37,4730,0.00782241014799154,2019-01-29 05:25:00
97,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_IFA_2,1,119,3213,0.037037037037037,2019-01-29 05:25:00
98,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_CSQ,1,5,3213,0.00155617802676626,2019-01-29 05:25:00
99,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_SCK_2,1,8,3213,0.00248988484282602,2019-01-29 05:25:00
100,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_SCK,3,33,4730,0.00697674418604651,2019-01-29 05:25:00
101,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,51,CLK_DROPOUT_2,3,45,4730,0.00951374207188161,2019-01-29 05:25:00
102,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_DAT,3,1,4730,0.000211416490486258,2019-01-29 05:25:00
103,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,5,5,OPEN_CLK,1,1,3213,0.000311235605353252,2019-01-29 05:25:00
104,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,48,VRD_OV,3,1,4730,0.000211416490486258,2019-01-29 05:25:00
105,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_CLK_2,1,33,3213,0.0102707749766573,2019-01-29 05:25:00
106,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,50,F_DIGITAL,1,2,3213,0.000622471210706505,2019-01-29 05:25:00
107,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_VDD,3,45,4730,0.00951374207188161,2019-01-29 05:25:00
108,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,50,SIGNAL_CLK_2,1,4,3213,0.00124494242141301,2019-01-29 05:25:00
109,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_IFA,1,69,3213,0.0214752567693744,2019-01-29 05:25:00
110,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_VDD_2,1,12,3213,0.00373482726423903,2019-01-29 05:25:00
111,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_CSQ,3,124,4730,0.026215644820296,2019-01-29 05:25:00
112,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_IFB,3,34,4730,0.00718816067653277,2019-01-29 05:25:00
113,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_GND_2,3,4,4730,0.000845665961945032,2019-01-29 05:25:00
114,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_GND_2,1,27,3213,0.00840336134453781,2019-01-29 05:25:00
115,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_CSQ_2,1,5,3213,0.00155617802676626,2019-01-29 05:25:00
116,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,48,VRA3_OV,3,1,4730,0.000211416490486258,2019-01-29 05:25:00
117,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_DAT,1,1,3213,0.000311235605353252,2019-01-29 05:25:00
118,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_VDD_2,3,3,4730,0.000634249471458774,2019-01-29 05:25:00
119,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_VDD,1,2,3213,0.000622471210706505,2019-01-29 05:25:00
120,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,48,VDD_OV,3,2,4730,0.000422832980972516,2019-01-29 05:25:00
121,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_CLK,3,14,4730,0.00295983086680761,2019-01-29 05:25:00
122,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,70,START_TEMP_2,1,1,3213,0.000311235605353252,2019-01-29 05:25:00
123,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_DAT_2,1,4,3213,0.00124494242141301,2019-01-29 05:25:00
124,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,48,VRA3_OV,1,2,3213,0.000622471210706505,2019-01-29 05:25:00
125,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,50,F_DIGITAL,3,1,4730,0.000211416490486258,2019-01-29 05:25:00
126,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_IFA,3,5,4730,0.00105708245243129,2019-01-29 05:25:00
127,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,61,CLK_VIH_3V_2,3,1,4730,0.000211416490486258,2019-01-29 05:25:00
128,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,8,48,VRD_OV_2,1,1,3213,0.000311235605353252,2019-01-29 05:25:00
129,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_DAT_2,3,2,4730,0.000422832980972516,2019-01-29 05:25:00
130,lot13,1/29/2019 5:25,B2,testprogram3,tester3,Loadboard7,Handler2,6,39,KELVINRES_IFB_2,3,2,4730,0.000422832980972516,2019-01-29 05:25:00
131,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,1,1,,1,2096,2129,0.984499765147957,2019-01-24 17:34:00
132,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,1,1,,0,2400,2445,0.98159509202454,2019-01-24 17:34:00
133,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_CSQ,2,80,1727,0.0463231036479444,2019-01-24 17:34:00
134,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_DAT,2,9,1727,0.00521134916039375,2019-01-24 17:34:00
135,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_GND_2,2,14,1727,0.00810654313839027,2019-01-24 17:34:00
136,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,1,1,,3,1839,2084,0.882437619961612,2019-01-24 17:34:00
137,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,1,1,,2,1468,1727,0.85002895193978,2019-01-24 17:34:00
138,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB_2,3,184,2084,0.0882917466410749,2019-01-24 17:34:00
139,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_GND,1,2,2129,0.000939408172851104,2019-01-24 17:34:00
140,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,8,51,CLK_DROPOUT_2,3,14,2084,0.00671785028790787,2019-01-24 17:34:00
141,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_DAT_2,2,6,1727,0.00347423277359583,2019-01-24 17:34:00
142,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB_2,2,5,1727,0.00289519397799653,2019-01-24 17:34:00
143,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_GND,2,28,1727,0.0162130862767805,2019-01-24 17:34:00
144,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,8,48,VRA3_OV,3,2,2084,0.000959692898272553,2019-01-24 17:34:00
145,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB,3,18,2084,0.00863723608445298,2019-01-24 17:34:00
146,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_CSQ,0,10,2445,0.00408997955010225,2019-01-24 17:34:00
147,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_CSQ_2,0,5,2445,0.00204498977505112,2019-01-24 17:34:00
148,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_VDD,1,1,2129,0.000469704086425552,2019-01-24 17:34:00
149,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,8,51,CLK_DROPOUT_2,0,21,2445,0.00858895705521472,2019-01-24 17:34:00
150,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_CLK,1,3,2129,0.00140911225927666,2019-01-24 17:34:00
151,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFA_2,3,13,2084,0.00623800383877159,2019-01-24 17:34:00
152,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,8,48,VRA3_OV_2,0,1,2445,0.000408997955010225,2019-01-24 17:34:00
153,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,8,51,CLK_DROPOUT_2,1,7,2129,0.00328792860497886,2019-01-24 17:34:00
154,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,10,30,A_RES_SYM,3,2,2084,0.000959692898272553,2019-01-24 17:34:00
155,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,8,53,CRC_CORRECT,3,1,2084,0.000479846449136276,2019-01-24 17:34:00
156,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB_2,1,1,2129,0.000469704086425552,2019-01-24 17:34:00
157,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFA_2,2,1,1727,0.000579038795599305,2019-01-24 17:34:00
158,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,8,41,CLK_PORT_2,0,1,2445,0.000408997955010225,2019-01-24 17:34:00
159,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB,0,3,2445,0.00122699386503067,2019-01-24 17:34:00
160,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFA,3,1,2084,0.000479846449136276,2019-01-24 17:34:00
161,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_IFB_2,0,1,2445,0.000408997955010225,2019-01-24 17:34:00
162,lot38,1/24/2019 17:34,B1,testprogram1,tester3,Loadboard2,Handler1,6,39,KELVINRES_DAT_2,3,3,2084,0.00143953934740883,2019-01-24 17:34:00
